Condition,CFU,logCFU,Date,Rep
eat14,3400,3.531,2018-11-13,6
eat14,4060,3.609,2018-11-13,6
eat14,9020,3.955,2018-11-13,6
eat14,10140,4.006,2018-11-13,6
eat14,14600,4.164,2018-11-13,6
eat14,37660,4.576,2018-11-13,6
eat14,38640,4.587,2018-11-13,6
eat14,40400,4.606,2018-11-13,6
eat14,43640,4.640,2018-11-13,6
eat14,57000,4.756,2018-11-13,6
eat14,75800,4.880,2018-11-13,6
exp1,2520,3.401,2019-01-09,1
exp1,2900,3.462,2019-01-09,1
exp1,3170,3.501,2019-01-09,1
exp1,3724,3.571,2019-01-09,1
exp1,4480,3.651,2019-01-09,1
exp1,5020,3.701,2019-01-09,1
exp1,10020,4.001,2019-01-09,1
exp1,10380,4.016,2019-01-09,1
exp1,10820,4.034,2019-01-09,1
exp1,20040,4.302,2019-01-09,1
exp1,63640,4.804,2019-01-09,1
exp1,67200,4.827,2019-01-09,1
exp1,1360,3.134,2019-11-04,2
exp1,2334,3.368,2019-11-04,2
exp1,10880,4.037,2019-11-04,2
exp1,14400,4.158,2019-11-04,2
exp1,16480,4.217,2019-11-04,2
exp1,22020,4.343,2019-11-04,2
exp1,27460,4.439,2019-11-04,2
exp1,29680,4.472,2019-11-04,2
exp1,30000,4.477,2019-11-04,2
exp1,37840,4.578,2019-11-04,2
exp1,41000,4.613,2019-11-04,2
exp1,44800,4.651,2019-11-04,2
exp1,19200,4.283,2019-06-19,3
exp1,2340,3.369,2019-06-19,3
exp1,2800,3.447,2019-06-19,3
exp1,9340,3.970,2019-06-19,3
exp1,29000,4.462,2019-06-19,3
exp1,6740,3.829,2019-06-19,3
exp1,1740,3.241,2019-06-19,3
exp1,2120,3.326,2019-06-19,3
exp1,7420,3.870,2019-06-19,3
exp1,27800,4.444,2019-06-19,3
exp1,12960,4.113,2019-06-19,3
exp1,14280,4.155,2019-06-19,3
exp1,1380,3.140,2019-06-19,3
exp1,1700,3.230,2019-06-19,3
exp1,2820,3.450,2019-06-19,3
exp1,35400,4.549,2019-06-19,3
exp1,125800,5.100,2019-06-19,3
exp1,3520,3.547,2019-06-19,3
exp1,12400,4.093,2019-06-19,3
exp1,2840,3.453,2019-06-19,3
exp1,2120,3.326,2019-06-19,3
exp1,9000,3.954,2019-06-19,3
exp1,17800,4.250,2019-06-19,3
exp1,23200,4.365,2019-06-19,3
exp1,35600,4.551,2019-06-19,3
exp1,17400,4.241,2019-06-19,3
exp1,8020,3.904,2019-06-19,3
exp1,59400,4.774,2019-06-19,3
exp1,15800,4.199,2019-06-19,3
exp1,21020,4.323,2019-06-19,3
exp1,14620,4.165,2019-06-19,3
exp1,4220,3.625,2019-06-19,3
exp1,16600,4.220,2019-06-19,3
exp1,24000,4.380,2019-06-19,3
exp1,35400,4.549,2019-06-19,3
exp1,16600,4.220,2019-06-19,3
exp1,10600,4.025,2019-06-21,4
exp1,23880,4.378,2019-06-21,4
exp1,11200,4.049,2019-06-21,4
exp1,1800,3.255,2019-06-21,4
exp1,17420,4.241,2019-06-21,4
exp1,1884,3.275,2019-06-21,4
exp1,24200,4.384,2019-06-21,4
exp1,562,2.750,2019-06-21,4
exp1,24000,4.380,2019-06-21,4
exp1,10820,4.034,2019-06-21,4
exp1,5580,3.747,2019-06-21,4
exp1,19200,4.283,2019-06-21,4
exp1,9800,3.991,2019-06-21,4
exp1,1620,3.210,2019-06-21,4
exp1,11460,4.059,2019-06-21,4
exp1,9000,3.954,2019-06-21,4
exp1,1580,3.199,2019-06-21,4
exp1,1180,3.072,2019-06-21,4
exp1,1000,3.000,2019-06-21,4
exp1,1440,3.158,2019-06-21,4
exp1,33400,4.524,2019-06-21,4
exp1,1902,3.279,2019-06-21,4
exp1,18800,4.274,2019-06-21,4
exp1,18600,4.270,2019-06-21,4
exp1,1020,3.009,2019-06-21,4
exp1,18200,4.260,2019-06-21,4
exp1,25200,4.401,2019-06-21,4
exp1,16000,4.204,2019-06-21,4
exp1,1430,3.155,2019-06-21,4
exp1,1240,3.093,2019-06-21,4
exp1,2540,3.405,2019-06-21,4
exp1,2040,3.310,2019-06-21,4
exp1,15200,4.182,2019-06-21,4
exp1,13060,4.116,2019-06-21,4
exp1,5800,3.763,2019-06-21,4
glp1,20000,4.301,2019-09-18,1
glp1,32200,4.508,2019-09-18,1
glp1,24600,4.391,2019-09-18,1
glp1,14400,4.158,2019-09-18,1
glp1,22420,4.351,2019-09-18,1
glp1,24000,4.380,2019-09-18,1
glp1,1240,3.093,2019-09-18,1
glp1,41400,4.617,2019-09-18,1
glp1,9600,3.982,2019-09-18,1
glp1,27000,4.431,2019-09-18,1
glp1,3220,3.508,2019-09-18,1
glp1,1280,3.107,2019-09-18,1
glp1,680,2.833,2019-09-18,1
glp1,1500,3.176,2019-09-18,1
glp1,11400,4.057,2019-09-18,1
glp1,29400,4.468,2019-09-18,1
glp1,43000,4.633,2019-09-18,1
glp1,19600,4.292,2019-09-18,1
glp1,600,2.778,2019-09-18,1
glp1,24400,4.387,2019-09-18,1
glp1,2420,3.384,2019-09-18,1
glp1,38600,4.587,2019-09-18,1
glp1,17420,4.241,2019-09-18,1
glp1,4040,3.606,2019-09-18,1
glp4,3820,3.582,2019-08-14,2
glp4,11320,4.054,2019-08-14,2
glp4,5100,3.708,2019-08-14,2
glp4,7280,3.862,2019-08-14,2
glp4,5760,3.760,2019-08-14,2
glp4,9980,3.999,2019-08-14,2
glp4,8540,3.931,2019-08-14,2
glp4,6900,3.839,2019-08-14,2
glp4,4060,3.609,2019-08-14,2
glp4,7080,3.850,2019-08-14,2
glp4,5060,3.704,2019-08-14,2
glp4,6160,3.790,2019-08-14,2
glp4,8300,3.919,2019-08-14,2
glp4,7160,3.855,2019-08-14,2
glp4,7500,3.875,2019-08-14,2
glp4,3300,3.519,2019-08-14,2
glp4,5760,3.760,2019-08-14,2
glp4,11100,4.045,2019-08-14,2
glp4,9620,3.983,2019-08-14,2
glp4,7860,3.895,2019-08-14,2
glp4,8784,3.944,2019-08-14,2
glp4,5300,3.724,2019-08-14,2
glp4,2900,3.462,2019-08-14,2
glp4,4440,3.647,2019-08-14,2
glp4,7220,3.859,2019-08-14,2
glp4,4960,3.695,2019-08-14,2
glp4,5700,3.756,2019-08-14,2
glp4,10100,4.004,2019-08-14,2
glp4,6880,3.838,2019-08-14,2
glp4,11300,4.053,2019-08-14,2
glp4,4560,3.659,2019-08-14,2
glp4,7180,3.856,2019-08-14,2
glp4,6460,3.810,2019-08-14,2
glp4,4660,3.668,2019-08-14,2
glp4,4540,3.657,2019-08-14,2
glp4,5200,3.716,2019-08-14,2
hsf1,149600,5.175,2019-05-10,1
hsf1,30600,4.486,2019-05-10,1
hsf1,20400,4.310,2019-05-10,1
hsf1,107420,5.031,2019-05-10,1
hsf1,55800,4.747,2019-05-10,1
hsf1,31200,4.494,2019-05-10,1
hsf1,8660,3.938,2019-05-10,1
hsf1,33000,4.519,2019-05-10,1
hsf1,84200,4.925,2019-05-10,1
hsf1,44000,4.643,2019-05-10,1
hsf1,43000,4.633,2019-05-10,1
hsf1,29200,4.465,2019-05-10,1
hsf1,16420,4.215,2019-05-10,1
hsf1,23720,4.375,2019-05-10,1
hsf1,10220,4.009,2019-05-10,1
hsf1,18020,4.256,2019-05-10,1
hsf1,144000,5.158,2019-05-10,1
hsf1,52840,4.723,2019-05-10,1
hsf1,8420,3.925,2019-05-10,1
hsf1,81800,4.913,2019-05-10,1
hsf1,150200,5.177,2019-05-10,1
hsf1,45800,4.661,2019-05-10,1
hsf1,55420,4.744,2019-05-10,1
hsf1,64040,4.806,2019-05-10,1
hsf1,90540,4.957,2019-05-10,1
hsf1,27000,4.431,2019-05-10,1
hsf1,12400,4.093,2019-05-10,1
hsf1,113600,5.055,2019-05-10,1
hsf1,71500,4.854,2019-05-10,1
hsf1,18400,4.265,2019-05-10,1
hsf1,50800,4.706,2019-05-10,1
hsf1,19400,4.288,2019-05-10,1
hsf1,19200,4.283,2019-05-10,1
hsf1,21840,4.339,2019-05-10,1
hsf1,28600,4.456,2019-05-10,1
hsf1,19600,4.292,2019-05-10,1
hsf1,32800,4.516,2019-05-10,1
hsf1,105400,5.023,2019-05-10,1
hsf1,62200,4.794,2019-05-10,1
hsf1,44200,4.645,2019-05-10,1
hsf1,46600,4.668,2019-05-10,1
hsf1,66600,4.823,2019-05-10,1
hsf1,9400,3.973,2019-05-10,1
hsf1,85540,4.932,2019-05-10,1
hsf1,58620,4.768,2019-05-10,1
hsf1,35200,4.547,2019-05-10,1
hsf1,73800,4.868,2019-05-10,1
hsf1,27200,4.435,2019-05-10,1
MO.I2.9,380000,5.580,2022-04-25,1
MO.I2.9,280000,5.447,2022-04-25,1
MO.I2.9,2200,3.342,2022-04-25,1
MO.I2.9,1800,3.255,2022-04-25,1
MO.I2.9,10000,4.000,2022-04-25,1
MO.I2.9,46000,4.663,2022-04-25,1
MO.I2.9,2600,3.415,2022-04-25,1
MO.I2.9,10000,4.000,2022-04-25,1
MO.I2.9,540000,5.732,2022-04-25,1
MO.I2.9,52000,4.716,2022-04-25,1
MO.I2.9,30000,4.477,2022-04-25,1
MO.I2.9,14000,4.146,2022-04-25,1
MO.I2.9,160000,5.204,2022-04-25,1
MO.I2.9,320000,5.505,2022-04-25,1
MO.I2.9,12000,4.079,2022-04-25,1
MO.I2.9,3400,3.531,2022-04-25,1
MO.I2.9,4000,3.602,2022-04-25,1
MO.I2.9,3000,3.477,2022-04-25,1
MO.I2.9,40000,4.602,2022-04-25,1
MO.I2.9,2400,3.380,2022-04-25,1
MO.I2.9,18000,4.255,2022-04-25,1
MO.I2.9,3600,3.556,2022-04-25,1
MO.I2.9,240000,5.380,2022-04-25,1
MO.I2.9,260000,5.415,2022-04-25,1
MO.I2.9,8000,3.903,2022-04-29,2
MO.I2.9,400000,5.602,2022-04-29,2
MO.I2.9,30000,4.477,2022-04-29,2
MO.I2.9,140000,5.146,2022-04-29,2
MO.I2.9,740000,5.869,2022-04-29,2
MO.I2.9,140000,5.146,2022-04-29,2
MO.I2.9,2600,3.415,2022-04-29,2
MO.I2.9,220000,5.342,2022-04-29,2
MO.I2.9,220000,5.342,2022-04-29,2
MO.I2.9,200,2.301,2022-04-29,2
MO.I2.9,8000,3.903,2022-04-29,2
MO.I2.9,50000,4.699,2022-04-29,2
MO.I2.9,28000,4.447,2022-04-29,2
MO.I2.9,60000,4.778,2022-04-29,2
MO.I2.9,32000,4.505,2022-04-29,2
MO.I2.9,22000,4.342,2022-04-29,2
MO.I2.9,1600,3.204,2022-04-29,2
MO.I2.9,24000,4.380,2022-04-29,2
MO.I2.9,2800,3.447,2022-04-29,2
MO.I2.9,600,2.778,2022-04-29,2
MO.I2.9,42000,4.623,2022-04-29,2
MO.I2.9,40000,4.602,2022-04-29,2
MO.I2.9,3000,3.477,2022-04-29,2
MO.I2.9,2200,3.342,2022-04-29,2
N2,4820,3.683,2019-01-09,1
N2,9080,3.958,2019-01-09,1
N2,9100,3.959,2019-01-09,1
N2,10440,4.019,2019-01-09,1
N2,11020,4.042,2019-01-09,1
N2,12120,4.084,2019-01-09,1
N2,13480,4.130,2019-01-09,1
N2,13900,4.143,2019-01-09,1
N2,25800,4.412,2019-01-09,1
N2,31540,4.499,2019-01-09,1
N2,32740,4.515,2019-01-09,1
N2,2340,3.369,2019-02-13,2
N2,5460,3.737,2019-02-13,2
N2,15020,4.177,2019-02-13,2
N2,16720,4.223,2019-02-13,2
N2,19020,4.279,2019-02-13,2
N2,19220,4.284,2019-02-13,2
N2,22320,4.349,2019-02-13,2
N2,26400,4.422,2019-02-13,2
N2,28000,4.447,2019-02-13,2
N2,29000,4.462,2019-02-13,2
N2,29000,4.462,2019-02-13,2
N2,32200,4.508,2019-02-13,2
N2,32280,4.509,2019-02-13,2
N2,37280,4.571,2019-02-13,2
N2,38200,4.582,2019-02-13,2
N2,41000,4.613,2019-02-13,2
N2,46600,4.668,2019-02-13,2
N2,47600,4.678,2019-02-13,2
N2,49000,4.690,2019-02-13,2
N2,50400,4.702,2019-02-13,2
N2,53800,4.731,2019-02-13,2
N2,56800,4.754,2019-02-13,2
N2,57000,4.756,2019-02-13,2
N2,63000,4.799,2019-02-13,2
N2,19800,4.297,2019-02-25,3
N2,10400,4.017,2019-02-25,3
N2,41800,4.621,2019-02-25,3
N2,6420,3.808,2019-02-25,3
N2,9200,3.964,2019-02-25,3
N2,2040,3.310,2019-02-25,3
N2,16820,4.226,2019-02-25,3
N2,3940,3.595,2019-02-25,3
N2,6400,3.806,2019-02-25,3
N2,4840,3.685,2019-02-25,3
N2,15200,4.182,2019-02-25,3
N2,12080,4.082,2019-02-25,3
N2,1680,3.225,2019-02-25,3
N2,17000,4.230,2019-02-25,3
N2,12400,4.093,2019-02-25,3
N2,14800,4.170,2019-02-25,3
N2,6600,3.820,2019-02-25,3
N2,8640,3.937,2019-02-25,3
N2,3800,3.580,2019-04-03,4
N2,4400,3.643,2019-04-03,4
N2,4660,3.668,2019-04-03,4
N2,6480,3.812,2019-04-03,4
N2,11500,4.061,2019-04-03,4
N2,13000,4.114,2019-04-03,4
N2,19020,4.279,2019-04-03,4
N2,26600,4.425,2019-04-03,4
N2,46000,4.663,2019-04-03,4
N2,63200,4.801,2019-04-03,4
N2,1986,3.298,2018-10-20,5
N2,2102,3.323,2018-10-20,5
N2,2362,3.373,2018-10-20,5
N2,2386,3.378,2018-10-20,5
N2,2564,3.409,2018-10-20,5
N2,2940,3.468,2018-10-20,5
N2,4662,3.669,2018-10-20,5
N2,5420,3.734,2018-10-20,5
N2,5500,3.740,2018-10-20,5
N2,5762,3.761,2018-10-20,5
N2,15570,4.192,2018-10-20,5
N2,9800,3.991,2018-10-24,6
N2,13460,4.129,2018-10-24,6
N2,15200,4.182,2018-10-24,6
N2,17200,4.236,2018-10-24,6
N2,17600,4.246,2018-10-24,6
N2,21120,4.325,2018-10-24,6
N2,21920,4.341,2018-10-24,6
N2,22060,4.344,2018-10-24,6
N2,25140,4.400,2018-10-24,6
N2,28020,4.447,2018-10-24,6
N2,29260,4.466,2018-10-24,6
N2,8300,3.919,2018-10-31,7
N2,9640,3.984,2018-10-31,7
N2,10820,4.034,2018-10-31,7
N2,11166,4.048,2018-10-31,7
N2,11462,4.059,2018-10-31,7
N2,12400,4.093,2018-10-31,7
N2,13760,4.139,2018-10-31,7
N2,15742,4.197,2018-10-31,7
N2,15860,4.200,2018-10-31,7
N2,18220,4.261,2018-10-31,7
N2,33740,4.528,2018-10-31,7
N2,3320,3.521,2018-11-13,8
N2,3470,3.540,2018-11-13,8
N2,3560,3.551,2018-11-13,8
N2,3860,3.587,2018-11-13,8
N2,4048,3.607,2018-11-13,8
N2,4400,3.643,2018-11-13,8
N2,4400,3.643,2018-11-13,8
N2,4680,3.670,2018-11-13,8
N2,4760,3.678,2018-11-13,8
N2,5860,3.768,2018-11-13,8
N2,6940,3.841,2018-11-13,8
N2,7040,3.848,2018-11-13,8
N2,3182,3.503,2018-12-10,9
N2,3840,3.584,2018-12-10,9
N2,6200,3.792,2018-12-10,9
N2,7220,3.859,2018-12-10,9
N2,13000,4.114,2018-12-10,9
N2,15760,4.198,2018-12-10,9
N2,18800,4.274,2018-12-10,9
N2,19400,4.288,2018-12-10,9
N2,29400,4.468,2018-12-10,9
N2,47600,4.678,2018-12-10,9
N2,54400,4.736,2018-12-10,9
N2,67200,4.827,2018-12-10,9
N2,14040,4.147,2019-06-21,10
N2,10260,4.011,2019-06-21,10
N2,2540,3.405,2019-06-21,10
N2,18000,4.255,2019-06-21,10
N2,12840,4.109,2019-06-21,10
N2,2620,3.418,2019-06-21,10
N2,2400,3.380,2019-06-21,10
N2,6620,3.821,2019-06-21,10
N2,11200,4.049,2019-06-21,10
N2,27000,4.431,2019-06-21,10
N2,13000,4.114,2019-06-21,10
N2,1960,3.292,2019-06-21,10
N2,1760,3.246,2019-06-21,10
N2,2060,3.314,2019-06-21,10
N2,4840,3.685,2019-06-21,10
N2,2500,3.398,2019-06-21,10
N2,2620,3.418,2019-06-21,10
N2,14000,4.146,2019-06-21,10
N2,2140,3.330,2019-06-21,10
N2,19040,4.280,2019-06-21,10
N2,2380,3.377,2019-06-21,10
N2,25400,4.405,2019-06-26,11
N2,64000,4.806,2019-06-26,11
N2,11360,4.055,2019-06-26,11
N2,13400,4.127,2019-06-26,11
N2,20200,4.305,2019-06-26,11
N2,19080,4.281,2019-06-26,11
N2,14600,4.164,2019-06-26,11
N2,9480,3.977,2019-06-26,11
N2,11000,4.041,2019-06-26,11
N2,41420,4.617,2019-06-26,11
N2,18000,4.255,2019-06-26,11
N2,14820,4.171,2019-06-26,11
N2,11180,4.048,2019-06-26,11
N2,38800,4.589,2019-06-26,11
N2,10040,4.002,2019-06-26,11
N2,16800,4.225,2019-06-26,11
N2,29800,4.474,2019-06-26,11
N2,24000,4.380,2019-06-26,11
N2,19840,4.298,2019-06-26,11
N2,23400,4.369,2019-06-26,11
N2,2620,3.418,2019-06-26,11
N2,9060,3.957,2019-06-26,11
N2,8200,3.914,2019-06-26,11
phm2,22600,4.354,2019-01-23,1
phm2,24200,4.384,2019-01-23,1
phm2,30200,4.480,2019-01-23,1
phm2,36000,4.556,2019-01-23,1
phm2,36400,4.561,2019-01-23,1
phm2,83420,4.921,2019-01-23,1
phm2,17400,4.241,2018-01-25,2
phm2,20800,4.318,2018-01-25,2
phm2,26060,4.416,2018-01-25,2
phm2,29600,4.471,2018-01-25,2
phm2,30000,4.477,2018-01-25,2
phm2,31200,4.494,2018-01-25,2
phm2,31400,4.497,2018-01-25,2
phm2,36600,4.563,2018-01-25,2
phm2,37800,4.577,2018-01-25,2
phm2,48600,4.687,2018-01-25,2
phm2,53600,4.729,2018-01-25,2
phm2,54800,4.739,2018-01-25,2
phm2,32200,4.508,2018-11-13,3
phm2,33420,4.524,2018-11-13,3
phm2,34000,4.531,2018-11-13,3
phm2,34800,4.542,2018-11-13,3
phm2,36820,4.566,2018-11-13,3
phm2,38040,4.580,2018-11-13,3
phm2,39020,4.591,2018-11-13,3
phm2,40020,4.602,2018-11-13,3
phm2,40280,4.605,2018-11-13,3
phm2,44040,4.644,2018-11-13,3
phm2,44440,4.648,2018-11-13,3
phm2,45420,4.657,2018-11-13,3
phm2,5462,3.737,2018-12-10,4
phm2,27420,4.438,2018-12-10,4
phm2,36380,4.561,2018-12-10,4
phm2,41120,4.614,2018-12-10,4
phm2,42200,4.625,2018-12-10,4
phm2,51120,4.709,2018-12-10,4
phm2,52800,4.723,2018-12-10,4
phm2,53620,4.729,2018-12-10,4
phm2,53920,4.732,2018-12-10,4
phm2,53980,4.732,2018-12-10,4
phm2,62400,4.795,2018-12-10,4
phm2,78600,4.895,2018-12-10,4
phm2,62800,4.798,2019-07-29,5
phm2,80000,4.903,2019-07-29,5
phm2,7100,3.851,2019-07-29,5
phm2,32800,4.516,2019-07-29,5
phm2,4000,3.602,2019-07-29,5
phm2,60600,4.782,2019-07-29,5
phm2,92800,4.968,2019-07-29,5
phm2,30000,4.477,2019-07-29,5
phm2,90400,4.956,2019-07-29,5
phm2,36800,4.566,2019-07-29,5
phm2,24200,4.384,2019-07-29,5
phm2,5000,3.699,2019-07-29,5
phm2,40200,4.604,2019-07-29,5
phm2,7880,3.897,2019-07-29,5
phm2,20800,4.318,2019-07-29,5
phm2,11840,4.073,2019-07-29,5
phm2,47000,4.672,2019-07-29,5
phm2,35200,4.547,2019-07-29,5
phm2,36400,4.561,2019-07-29,5
phm2,39600,4.598,2019-07-29,5
phm2,13000,4.114,2019-07-29,5
phm2,34600,4.539,2019-07-29,5
phm2,17600,4.246,2019-07-29,5
phm2,13200,4.121,2019-07-29,5
phm2,3400,3.531,2019-07-29,5
phm2,4200,3.623,2019-07-29,5
phm2,50800,4.706,2019-07-29,5
phm2,20600,4.314,2019-07-29,5
phm2,2600,3.415,2019-07-29,5
phm2,6800,3.833,2019-07-29,5
phm2,24200,4.384,2019-07-29,5
phm2,71000,4.851,2019-07-29,5
phm2,104800,5.020,2019-07-29,5
phm2,28600,4.456,2019-07-29,5
phm2,36000,4.556,2019-07-29,5
phm2,40800,4.611,2019-07-29,5
vhp1,17000,4.230,2019-09-11,1
vhp1,109200,5.038,2019-09-11,1
vhp1,80800,4.907,2019-09-11,1
vhp1,77400,4.889,2019-09-11,1
vhp1,53560,4.729,2019-09-11,1
vhp1,84400,4.926,2019-09-11,1
vhp1,71800,4.856,2019-09-11,1
vhp1,74620,4.873,2019-09-11,1
vhp1,83400,4.921,2019-09-11,1
vhp1,77000,4.886,2019-09-11,1
vhp1,96600,4.985,2019-09-11,1
vhp1,61840,4.791,2019-09-11,1
vhp1,263800,5.421,2019-09-16,2
vhp1,30800,4.489,2019-09-16,2
vhp1,21880,4.340,2019-09-16,2
vhp1,155660,5.192,2019-09-16,2
vhp1,53000,4.724,2019-09-16,2
vhp1,316600,5.501,2019-09-16,2
vhp1,307000,5.487,2019-09-16,2
vhp1,25060,4.399,2019-09-16,2
vhp1,59000,4.771,2019-09-16,2
vhp1,33440,4.524,2019-09-16,2
vhp1,47640,4.678,2019-09-16,2
vhp1,345000,5.538,2019-09-16,2
vhp1,235800,5.373,2019-09-16,2
vhp1,237400,5.375,2019-09-16,2
vhp1,62600,4.797,2019-09-16,2
vhp1,24240,4.385,2019-09-16,2
vhp1,39480,4.596,2019-09-16,2
vhp1,265280,5.424,2019-09-16,2
vhp1,54200,4.734,2019-09-16,2
vhp1,116660,5.067,2019-09-16,2
vhp1,72680,4.861,2019-09-16,2
vhp1,96200,4.983,2019-09-16,2
vhp1,153900,5.187,2019-09-16,2
vhp1,156000,5.193,2019-09-16,2
vhp1,27080,4.433,2019-09-16,2
vhp1,182120,5.260,2019-09-16,2
vhp1,209600,5.321,2019-09-16,2
vhp1,22000,4.342,2019-09-16,2
vhp1,28300,4.452,2019-09-16,2
vhp1,187040,5.272,2019-09-16,2
vhp1,35800,4.554,2019-09-16,2
vhp1,379000,5.579,2019-09-16,2
vhp1,95400,4.980,2019-09-16,2
vhp1,409000,5.612,2019-09-16,2
vhp1,60200,4.780,2019-09-16,2
vhp1,38400,4.584,2019-09-16,2
vhp1,115240,5.062,2019-10-25,3
vhp1,87420,4.942,2019-10-25,3
vhp1,86000,4.934,2019-10-25,3
vhp1,80400,4.905,2019-10-25,3
vhp1,104800,5.020,2019-10-25,3
vhp1,57740,4.761,2019-10-25,3
vhp1,53200,4.726,2019-10-25,3
vhp1,33200,4.521,2019-10-25,3
vhp1,98200,4.992,2019-10-25,3
vhp1,81400,4.911,2019-10-25,3
vhp1,91420,4.961,2019-10-25,3
vhp1,96800,4.986,2019-10-25,3
vhp1,91000,4.959,2019-10-25,3
vhp1,63600,4.803,2019-10-25,3
vhp1,67200,4.827,2019-10-25,3
vhp1,114060,5.057,2019-10-25,3
vhp1,57800,4.762,2019-10-25,3
vhp1,64960,4.813,2019-10-25,3
vhp1,90420,4.956,2019-10-25,3
vhp1,124800,5.096,2019-10-25,3
vhp1,89200,4.950,2019-10-25,3
vhp1,134000,5.127,2019-10-25,3
vhp1,120000,5.079,2019-10-25,3
vhp1,87820,4.944,2019-10-25,3
vhp1,44280,4.646,2019-10-25,3
vhp1,103240,5.014,2019-10-25,3
vhp1,14600,4.164,2019-10-25,3
vhp1,137200,5.137,2019-10-25,3
vhp1,108000,5.033,2019-10-25,3
vhp1,122820,5.089,2019-10-25,3
vhp1,18240,4.261,2019-10-25,3
vhp1,21420,4.331,2019-10-25,3
vhp1,33000,4.519,2019-10-25,3
vhp1,8920,3.950,2019-10-25,3
vhp1,53200,4.726,2019-10-25,3
vhp1,74160,4.870,2019-10-25,3
